"REF_DATE","GEO","DGUID","Gender","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2025","Canada","2021A000011124","Total - gender","65 to 69 years","Persons","249","units","0","v466935","1.1.85","2494286","","","","0"
"2000","Canada","2021A000011124","Total - gender","70 to 74 years","Persons","249","units","0","v466938","1.1.86","1005025","","","","0"
"2001","Canada","2021A000011124","Total - gender","70 to 74 years","Persons","249","units","0","v466938","1.1.86","1019563","","","","0"
"2002","Canada","2021A000011124","Total - gender","70 to 74 years","Persons","249","units","0","v466938","1.1.86","1033204","","","","0"
"2003","Canada","2021A000011124","Total - gender","70 to 74 years","Persons","249","units","0","v466938","1.1.86","1040506","","","","0"
"2004","Canada","2021A000011124","Total - gender","70 to 74 years","Persons","249","units","0","v466938","1.1.86","1043427","","","","0"
"2005","Canada","2021A000011124","Total - gender","70 to 74 years","Persons","249","units","0","v466938","1.1.86","1043612","","","","0"
"2006","Canada","2021A000011124","Total - gender","70 to 74 years","Persons","249","units","0","v466938","1.1.86","1046463","","","","0"
"2007","Canada","2021A000011124","Total - gender","70 to 74 years","Persons","249","units","0","v466938","1.1.86","1048999","","","","0"
"2008","Canada","2021A000011124","Total - gender","70 to 74 years","Persons","249","units","0","v466938","1.1.86","1061350","","","","0"
"2009","Canada","2021A000011124","Total - gender","70 to 74 years","Persons","249","units","0","v466938","1.1.86","1086717","","","","0"
"2010","Canada","2021A000011124","Total - gender","70 to 74 years","Persons","249","units","0","v466938","1.1.86","1114554","","","","0"
"2011","Canada","2021A000011124","Total - gender","70 to 74 years","Persons","249","units","0","v466938","1.1.86","1152876","","","","0"
"2012","Canada","2021A000011124","Total - gender","70 to 74 years","Persons","249","units","0","v466938","1.1.86","1194020","","","","0"
"2013","Canada","2021A000011124","Total - gender","70 to 74 years","Persons","249","units","0","v466938","1.1.86","1248131","","","","0"
"2014","Canada","2021A000011124","Total - gender","70 to 74 years","Persons","249","units","0","v466938","1.1.86","1303894","","","","0"
"2015","Canada","2021A000011124","Total - gender","70 to 74 years","Persons","249","units","0","v466938","1.1.86","1357604","","","","0"
"2016","Canada","2021A000011124","Total - gender","70 to 74 years","Persons","249","units","0","v466938","1.1.86","1422775","","","","0"
"2017","Canada","2021A000011124","Total - gender","70 to 74 years","Persons","249","units","0","v466938","1.1.86","1532211","","","","0"
"2018","Canada","2021A000011124","Total - gender","70 to 74 years","Persons","249","units","0","v466938","1.1.86","1623616","","","","0"
"2019","Canada","2021A000011124","Total - gender","70 to 74 years","Persons","249","units","0","v466938","1.1.86","1705206","","","","0"
"2020","Canada","2021A000011124","Total - gender","70 to 74 years","Persons","249","units","0","v466938","1.1.86","1784158","","","","0"
"2021","Canada","2021A000011124","Total - gender","70 to 74 years","Persons","249","units","0","v466938","1.1.86","1845779","","","","0"
"2022","Canada","2021A000011124","Total - gender","70 to 74 years","Persons","249","units","0","v466938","1.1.86","1870380","","","","0"
"2023","Canada","2021A000011124","Total - gender","70 to 74 years","Persons","249","units","0","v466938","1.1.86","1910982","","","","0"
"2024","Canada","2021A000011124","Total - gender","70 to 74 years","Persons","249","units","0","v466938","1.1.86","1973110","","","","0"
"2025","Canada","2021A000011124","Total - gender","70 to 74 years","Persons","249","units","0","v466938","1.1.86","2044533","","","","0"
"2000","Canada","2021A000011124","Total - gender","75 to 79 years","Persons","249","units","0","v466941","1.1.87","804913","","","","0"
"2001","Canada","2021A000011124","Total - gender","75 to 79 years","Persons","249","units","0","v466941","1.1.87","818923","","","","0"
"2002","Canada","2021A000011124","Total - gender","75 to 79 years","Persons","249","units","0","v466941","1.1.87","828901","","","","0"
"2003","Canada","2021A000011124","Total - gender","75 to 79 years","Persons","249","units","0","v466941","1.1.87","842260","","","","0"
"2004","Canada","2021A000011124","Total - gender","75 to 79 years","Persons","249","units","0","v466941","1.1.87","851039","","","","0"
"2005","Canada","2021A000011124","Total - gender","75 to 79 years","Persons","249","units","0","v466941","1.1.87","863346","","","","0"
"2006","Canada","2021A000011124","Total - gender","75 to 79 years","Persons","249","units","0","v466941","1.1.87","877367","","","","0"
"2007","Canada","2021A000011124","Total - gender","75 to 79 years","Persons","249","units","0","v466941","1.1.87","891488","","","","0"
"2008","Canada","2021A000011124","Total - gender","75 to 79 years","Persons","249","units","0","v466941","1.1.87","901688","","","","0"
"2009","Canada","2021A000011124","Total - gender","75 to 79 years","Persons","249","units","0","v466941","1.1.87","907701","","","","0"
"2010","Canada","2021A000011124","Total - gender","75 to 79 years","Persons","249","units","0","v466941","1.1.87","913295","","","","0"
"2011","Canada","2021A000011124","Total - gender","75 to 79 years","Persons","249","units","0","v466941","1.1.87","918922","","","","0"
"2012","Canada","2021A000011124","Total - gender","75 to 79 years","Persons","249","units","0","v466941","1.1.87","925106","","","","0"
"2013","Canada","2021A000011124","Total - gender","75 to 79 years","Persons","249","units","0","v466941","1.1.87","939223","","","","0"
"2014","Canada","2021A000011124","Total - gender","75 to 79 years","Persons","249","units","0","v466941","1.1.87","961506","","","","0"
"2015","Canada","2021A000011124","Total - gender","75 to 79 years","Persons","249","units","0","v466941","1.1.87","982945","","","","0"
"2016","Canada","2021A000011124","Total - gender","75 to 79 years","Persons","249","units","0","v466941","1.1.87","1014229","","","","0"
"2017","Canada","2021A000011124","Total - gender","75 to 79 years","Persons","249","units","0","v466941","1.1.87","1056966","","","","0"
"2018","Canada","2021A000011124","Total - gender","75 to 79 years","Persons","249","units","0","v466941","1.1.87","1108116","","","","0"
"2019","Canada","2021A000011124","Total - gender","75 to 79 years","Persons","249","units","0","v466941","1.1.87","1162495","","","","0"
"2020","Canada","2021A000011124","Total - gender","75 to 79 years","Persons","249","units","0","v466941","1.1.87","1213690","","","","0"
"2021","Canada","2021A000011124","Total - gender","75 to 79 years","Persons","249","units","0","v466941","1.1.87","1272339","","","","0"
"2022","Canada","2021A000011124","Total - gender","75 to 79 years","Persons","249","units","0","v466941","1.1.87","1372752","","","","0"
"2023","Canada","2021A000011124","Total - gender","75 to 79 years","Persons","249","units","0","v466941","1.1.87","1458583","","","","0"
"2024","Canada","2021A000011124","Total - gender","75 to 79 years","Persons","249","units","0","v466941","1.1.87","1535283","","","","0"
"2025","Canada","2021A000011124","Total - gender","75 to 79 years","Persons","249","units","0","v466941","1.1.87","1609542","","","","0"
"2000","Canada","2021A000011124","Total - gender","80 to 84 years","Persons","249","units","0","v466944","1.1.88","495386","","","","0"
"2001","Canada","2021A000011124","Total - gender","80 to 84 years","Persons","249","units","0","v466944","1.1.88","523139","","","","0"
"2002","Canada","2021A000011124","Total - gender","80 to 84 years","Persons","249","units","0","v466944","1.1.88","554253","","","","0"
"2003","Canada","2021A000011124","Total - gender","80 to 84 years","Persons","249","units","0","v466944","1.1.88","583255","","","","0"
"2004","Canada","2021A000011124","Total - gender","80 to 84 years","Persons","249","units","0","v466944","1.1.88","610758","","","","0"
"2005","Canada","2021A000011124","Total - gender","80 to 84 years","Persons","249","units","0","v466944","1.1.88","628493","","","","0"
"2006","Canada","2021A000011124","Total - gender","80 to 84 years","Persons","249","units","0","v466944","1.1.88","643365","","","","0"
"2007","Canada","2021A000011124","Total - gender","80 to 84 years","Persons","249","units","0","v466944","1.1.88","650756","","","","0"
"2008","Canada","2021A000011124","Total - gender","80 to 84 years","Persons","249","units","0","v466944","1.1.88","661820","","","","0"
"2009","Canada","2021A000011124","Total - gender","80 to 84 years","Persons","249","units","0","v466944","1.1.88","671003","","","","0"
"2010","Canada","2021A000011124","Total - gender","80 to 84 years","Persons","249","units","0","v466944","1.1.88","685011","","","","0"
"2011","Canada","2021A000011124","Total - gender","80 to 84 years","Persons","249","units","0","v466944","1.1.88","700691","","","","0"
"2012","Canada","2021A000011124","Total - gender","80 to 84 years","Persons","249","units","0","v466944","1.1.88","714337","","","","0"
"2013","Canada","2021A000011124","Total - gender","80 to 84 years","Persons","249","units","0","v466944","1.1.88","723694","","","","0"
"2014","Canada","2021A000011124","Total - gender","80 to 84 years","Persons","249","units","0","v466944","1.1.88","730735","","","","0"
"2015","Canada","2021A000011124","Total - gender","80 to 84 years","Persons","249","units","0","v466944","1.1.88","734960","","","","0"
"2016","Canada","2021A000011124","Total - gender","80 to 84 years","Persons","249","units","0","v466944","1.1.88","742361","","","","0"
"2017","Canada","2021A000011124","Total - gender","80 to 84 years","Persons","249","units","0","v466944","1.1.88","750000","","","","0"
"2018","Canada","2021A000011124","Total - gender","80 to 84 years","Persons","249","units","0","v466944","1.1.88","763954","","","","0"
"2019","Canada","2021A000011124","Total - gender","80 to 84 years","Persons","249","units","0","v466944","1.1.88","786478","","","","0"
"2020","Canada","2021A000011124","Total - gender","80 to 84 years","Persons","249","units","0","v466944","1.1.88","810325","","","","0"
"2021","Canada","2021A000011124","Total - gender","80 to 84 years","Persons","249","units","0","v466944","1.1.88","841433","","","","0"
"2022","Canada","2021A000011124","Total - gender","80 to 84 years","Persons","249","units","0","v466944","1.1.88","875752","","","","0"
"2023","Canada","2021A000011124","Total - gender","80 to 84 years","Persons","249","units","0","v466944","1.1.88","917461","","","","0"
"2024","Canada","2021A000011124","Total - gender","80 to 84 years","Persons","249","units","0","v466944","1.1.88","963055","","","","0"
"2025","Canada","2021A000011124","Total - gender","80 to 84 years","Persons","249","units","0","v466944","1.1.88","1008273","","","","0"
"2000","Canada","2021A000011124","Total - gender","85 to 89 years","Persons","249","units","0","v466947","1.1.89","275409","","","","0"
"2001","Canada","2021A000011124","Total - gender","85 to 89 years","Persons","249","units","0","v466947","1.1.89","283959","","","","0"
"2002","Canada","2021A000011124","Total - gender","85 to 89 years","Persons","249","units","0","v466947","1.1.89","291106","","","","0"
"2003","Canada","2021A000011124","Total - gender","85 to 89 years","Persons","249","units","0","v466947","1.1.89","296519","","","","0"
"2004","Canada","2021A000011124","Total - gender","85 to 89 years","Persons","249","units","0","v466947","1.1.89","303293","","","","0"
"2005","Canada","2021A000011124","Total - gender","85 to 89 years","Persons","249","units","0","v466947","1.1.89","320466","","","","0"
"2006","Canada","2021A000011124","Total - gender","85 to 89 years","Persons","249","units","0","v466947","1.1.89","344890","","","","0"
"2007","Canada","2021A000011124","Total - gender","85 to 89 years","Persons","249","units","0","v466947","1.1.89","366952","","","","0"
"2008","Canada","2021A000011124","Total - gender","85 to 89 years","Persons","249","units","0","v466947","1.1.89","386560","","","","0"
"2009","Canada","2021A000011124","Total - gender","85 to 89 years","Persons","249","units","0","v466947","1.1.89","405528","","","","0"
"2010","Canada","2021A000011124","Total - gender","85 to 89 years","Persons","249","units","0","v466947","1.1.89","417861","","","","0"
"2011","Canada","2021A000011124","Total - gender","85 to 89 years","Persons","249","units","0","v466947","1.1.89","426501","","","","0"
"2012","Canada","2021A000011124","Total - gender","85 to 89 years","Persons","249","units","0","v466947","1.1.89","437096","","","","0"
"2013","Canada","2021A000011124","Total - gender","85 to 89 years","Persons","249","units","0","v466947","1.1.89","448374","","","","0"
"2014","Canada","2021A000011124","Total - gender","85 to 89 years","Persons","249","units","0","v466947","1.1.89","457552","","","","0"
"2015","Canada","2021A000011124","Total - gender","85 to 89 years","Persons","249","units","0","v466947","1.1.89","467131","","","","0"
"2016","Canada","2021A000011124","Total - gender","85 to 89 years","Persons","249","units","0","v466947","1.1.89","480565","","","","0"
"2017","Canada","2021A000011124","Total - gender","85 to 89 years","Persons","249","units","0","v466947","1.1.89","492635","","","","0"
"2018","Canada","2021A000011124","Total - gender","85 to 89 years","Persons","249","units","0","v466947","1.1.89","501535","","","","0"
"2019","Canada","2021A000011124","Total - gender","85 to 89 years","Persons","249","units","0","v466947","1.1.89","509176","","","","0"
"2020","Canada","2021A000011124","Total - gender","85 to 89 years","Persons","249","units","0","v466947","1.1.89","514268","","","","0"
"2021","Canada","2021A000011124","Total - gender","85 to 89 years","Persons","249","units","0","v466947","1.1.89","521396","","","","0"
"2022","Canada","2021A000011124","Total - gender","85 to 89 years","Persons","249","units","0","v466947","1.1.89","527824","","","","0"
"2023","Canada","2021A000011124","Total - gender","85 to 89 years","Persons","249","units","0","v466947","1.1.89","540339","","","","0"
"2024","Canada","2021A000011124","Total - gender","85 to 89 years","Persons","249","units","0","v466947","1.1.89","558478","","","","0"
"2025","Canada","2021A000011124","Total - gender","85 to 89 years","Persons","249","units","0","v466947","1.1.89","579797","","","","0"
"2000","Canada","2021A000011124","Total - gender","90 to 94 years","Persons","249","units","0","v31226524","1.1.126","101285","","","","0"
"2001","Canada","2021A000011124","Total - gender","90 to 94 years","Persons","249","units","0","v31226524","1.1.126","105768","","","","0"
"2002","Canada","2021A000011124","Total - gender","90 to 94 years","Persons","249","units","0","v31226524","1.1.126","111008","","","","0"
"2003","Canada","2021A000011124","Total - gender","90 to 94 years","Persons","249","units","0","v31226524","1.1.126","117128","","","","0"
"2004","Canada","2021A000011124","Total - gender","90 to 94 years","Persons","249","units","0","v31226524","1.1.126","123265","","","","0"
"2005","Canada","2021A000011124","Total - gender","90 to 94 years","Persons","249","units","0","v31226524","1.1.126","129388","","","","0"
"2006","Canada","2021A000011124","Total - gender","90 to 94 years","Persons","249","units","0","v31226524","1.1.126","135100","","","","0"
"2007","Canada","2021A000011124","Total - gender","90 to 94 years","Persons","249","units","0","v31226524","1.1.126","139558","","","","0"
"2008","Canada","2021A000011124","Total - gender","90 to 94 years","Persons","249","units","0","v31226524","1.1.126","143766","","","","0"
"2009","Canada","2021A000011124","Total - gender","90 to 94 years","Persons","249","units","0","v31226524","1.1.126","149284","","","","0"
"2010","Canada","2021A000011124","Total - gender","90 to 94 years","Persons","249","units","0","v31226524","1.1.126","161673","","","","0"
"2011","Canada","2021A000011124","Total - gender","90 to 94 years","Persons","249","units","0","v31226524","1.1.126","175029","","","","0"
"2012","Canada","2021A000011124","Total - gender","90 to 94 years","Persons","249","units","0","v31226524","1.1.126","188023","","","","0"
"2013","Canada","2021A000011124","Total - gender","90 to 94 years","Persons","249","units","0","v31226524","1.1.126","198532","","","","0"
"2014","Canada","2021A000011124","Total - gender","90 to 94 years","Persons","249","units","0","v31226524","1.1.126","208822","","","","0"
"2015","Canada","2021A000011124","Total - gender","90 to 94 years","Persons","249","units","0","v31226524","1.1.126","214913","","","","0"
"2016","Canada","2021A000011124","Total - gender","90 to 94 years","Persons","249","units","0","v31226524","1.1.126","223084","","","","0"
"2017","Canada","2021A000011124","Total - gender","90 to 94 years","Persons","249","units","0","v31226524","1.1.126","228108","","","","0"
"2018","Canada","2021A000011124","Total - gender","90 to 94 years","Persons","249","units","0","v31226524","1.1.126","233776","","","","0"
"2019","Canada","2021A000011124","Total - gender","90 to 94 years","Persons","249","units","0","v31226524","1.1.126","239644","","","","0"
"2020","Canada","2021A000011124","Total - gender","90 to 94 years","Persons","249","units","0","v31226524","1.1.126","246060","","","","0"
"2021","Canada","2021A000011124","Total - gender","90 to 94 years","Persons","249","units","0","v31226524","1.1.126","255977","","","","0"
"2022","Canada","2021A000011124","Total - gender","90 to 94 years","Persons","249","units","0","v31226524","1.1.126","262016","","","","0"
"2023","Canada","2021A000011124","Total - gender","90 to 94 years","Persons","249","units","0","v31226524","1.1.126","266566","","","","0"
"2024","Canada","2021A000011124","Total - gender","90 to 94 years","Persons","249","units","0","v31226524","1.1.126","270684","","","","0"
"2025","Canada","2021A000011124","Total - gender","90 to 94 years","Persons","249","units","0","v31226524","1.1.126","275677","","","","0"
"2000","Canada","2021A000011124","Total - gender","95 to 99 years","Persons","249","units","0","v31226530","1.1.132","23867","","","","0"
"2001","Canada","2021A000011124","Total - gender","95 to 99 years","Persons","249","units","0","v31226530","1.1.132","24925","","","","0"
"2002","Canada","2021A000011124","Total - gender","95 to 99 years","Persons","249","units","0","v31226530","1.1.132","26065","","","","0"
"2003","Canada","2021A000011124","Total - gender","95 to 99 years","Persons","249","units","0","v31226530","1.1.132","27606","","","","0"
"2004","Canada","2021A000011124","Total - gender","95 to 99 years","Persons","249","units","0","v31226530","1.1.132","28514","","","","0"
"2005","Canada","2021A000011124","Total - gender","95 to 99 years","Persons","249","units","0","v31226530","1.1.132","29976","","","","0"
"2006","Canada","2021A000011124","Total - gender","95 to 99 years","Persons","249","units","0","v31226530","1.1.132","32134","","","","0"
"2007","Canada","2021A000011124","Total - gender","95 to 99 years","Persons","249","units","0","v31226530","1.1.132","34059","","","","0"
"2008","Canada","2021A000011124","Total - gender","95 to 99 years","Persons","249","units","0","v31226530","1.1.132","36468","","","","0"
"2009","Canada","2021A000011124","Total - gender","95 to 99 years","Persons","249","units","0","v31226530","1.1.132","38817","","","","0"
"2010","Canada","2021A000011124","Total - gender","95 to 99 years","Persons","249","units","0","v31226530","1.1.132","41424","","","","0"
"2011","Canada","2021A000011124","Total - gender","95 to 99 years","Persons","249","units","0","v31226530","1.1.132","43133","","","","0"
"2012","Canada","2021A000011124","Total - gender","95 to 99 years","Persons","249","units","0","v31226530","1.1.132","45009","","","","0"
"2013","Canada","2021A000011124","Total - gender","95 to 99 years","Persons","249","units","0","v31226530","1.1.132","46795","","","","0"
"2014","Canada","2021A000011124","Total - gender","95 to 99 years","Persons","249","units","0","v31226530","1.1.132","49353","","","","0"
"2015","Canada","2021A000011124","Total - gender","95 to 99 years","Persons","249","units","0","v31226530","1.1.132","53447","","","","0"
"2016","Canada","2021A000011124","Total - gender","95 to 99 years","Persons","249","units","0","v31226530","1.1.132","59038","","","","0"
"2017","Canada","2021A000011124","Total - gender","95 to 99 years","Persons","249","units","0","v31226530","1.1.132","63228","","","","0"
"2018","Canada","2021A000011124","Total - gender","95 to 99 years","Persons","249","units","0","v31226530","1.1.132","66092","","","","0"
"2019","Canada","2021A000011124","Total - gender","95 to 99 years","Persons","249","units","0","v31226530","1.1.132","68830","","","","0"
"2020","Canada","2021A000011124","Total - gender","95 to 99 years","Persons","249","units","0","v31226530","1.1.132","69996","","","","0"
"2021","Canada","2021A000011124","Total - gender","95 to 99 years","Persons","249","units","0","v31226530","1.1.132","71970","","","","0"
"2022","Canada","2021A000011124","Total - gender","95 to 99 years","Persons","249","units","0","v31226530","1.1.132","74788","","","","0"
"2023","Canada","2021A000011124","Total - gender","95 to 99 years","Persons","249","units","0","v31226530","1.1.132","77288","","","","0"
"2024","Canada","2021A000011124","Total - gender","95 to 99 years","Persons","249","units","0","v31226530","1.1.132","80331","","","","0"
"2025","Canada","2021A000011124","Total - gender","95 to 99 years","Persons","249","units","0","v31226530","1.1.132","84078","","","","0"
"2000","Canada","2021A000011124","Total - gender","100 years and older","Persons","249","units","0","v31226536","1.1.138","3393","","","","0"
"2001","Canada","2021A000011124","Total - gender","100 years and older","Persons","249","units","0","v31226536","1.1.138","3523","","","","0"
"2002","Canada","2021A000011124","Total - gender","100 years and older","Persons","249","units","0","v31226536","1.1.138","3732","","","","0"
"2003","Canada","2021A000011124","Total - gender","100 years and older","Persons","249","units","0","v31226536","1.1.138","3854","","","","0"
"2004","Canada","2021A000011124","Total - gender","100 years and older","Persons","249","units","0","v31226536","1.1.138","3976","","","","0"
"2005","Canada","2021A000011124","Total - gender","100 years and older","Persons","249","units","0","v31226536","1.1.138","4091","","","","0"
"2006","Canada","2021A000011124","Total - gender","100 years and older","Persons","249","units","0","v31226536","1.1.138","4430","","","","0"
"2007","Canada","2021A000011124","Total - gender","100 years and older","Persons","249","units","0","v31226536","1.1.138","4595","","","","0"
"2008","Canada","2021A000011124","Total - gender","100 years and older","Persons","249","units","0","v31226536","1.1.138","4879","","","","0"
"2009","Canada","2021A000011124","Total - gender","100 years and older","Persons","249","units","0","v31226536","1.1.138","5114","","","","0"
"2010","Canada","2021A000011124","Total - gender","100 years and older","Persons","249","units","0","v31226536","1.1.138","5490","","","","0"
"2011","Canada","2021A000011124","Total - gender","100 years and older","Persons","249","units","0","v31226536","1.1.138","6031","","","","0"
"2012","Canada","2021A000011124","Total - gender","100 years and older","Persons","249","units","0","v31226536","1.1.138","6603","","","","0"
"2013","Canada","2021A000011124","Total - gender","100 years and older","Persons","249","units","0","v31226536","1.1.138","6951","","","","0"
"2014","Canada","2021A000011124","Total - gender","100 years and older","Persons","249","units","0","v31226536","1.1.138","7610","","","","0"
"2015","Canada","2021A000011124","Total - gender","100 years and older","Persons","249","units","0","v31226536","1.1.138","7909","","","","0"
"2016","Canada","2021A000011124","Total - gender","100 years and older","Persons","249","units","0","v31226536","1.1.138","8632","","","","0"
"2017","Canada","2021A000011124","Total - gender","100 years and older","Persons","249","units","0","v31226536","1.1.138","8851","","","","0"
"2018","Canada","2021A000011124","Total - gender","100 years and older","Persons","249","units","0","v31226536","1.1.138","9054","","","","0"
"2019","Canada","2021A000011124","Total - gender","100 years and older","Persons","249","units","0","v31226536","1.1.138","9546","","","","0"
"2020","Canada","2021A000011124","Total - gender","100 years and older","Persons","249","units","0","v31226536","1.1.138","9894","","","","0"
"2021","Canada","2021A000011124","Total - gender","100 years and older","Persons","249","units","0","v31226536","1.1.138","10604","","","","0"
"2022","Canada","2021A000011124","Total - gender","100 years and older","Persons","249","units","0","v31226536","1.1.138","11152","","","","0"
"2023","Canada","2021A000011124","Total - gender","100 years and older","Persons","249","units","0","v31226536","1.1.138","11406","","","","0"
"2024","Canada","2021A000011124","Total - gender","100 years and older","Persons","249","units","0","v31226536","1.1.138","11919","","","","0"
"2025","Canada","2021A000011124","Total - gender","100 years and older","Persons","249","units","0","v31226536","1.1.138","12281","","","","0"
"2000","Canada","2021A000011124","Men+","All ages","Persons","249","units","0","v466669","1.2.1","15193812","","","","0"
"2001","Canada","2021A000011124","Men+","All ages","Persons","249","units","0","v466669","1.2.1","15366610","","","","0"
"2002","Canada","2021A000011124","Men+","All ages","Persons","249","units","0","v466669","1.2.1","15537162","","","","0"
"2003","Canada","2021A000011124","Men+","All ages","Persons","249","units","0","v466669","1.2.1","15678561","","","","0"
"2004","Canada","2021A000011124","Men+","All ages","Persons","249","units","0","v466669","1.2.1","15826209","","","","0"
"2005","Canada","2021A000011124","Men+","All ages","Persons","249","units","0","v466669","1.2.1","15979555","","","","0"
"2006","Canada","2021A000011124","Men+","All ages","Persons","249","units","0","v466669","1.2.1","16144762","","","","0"
"2007","Canada","2021A000011124","Men+","All ages","Persons","249","units","0","v466669","1.2.1","16298853","","","","0"
"2008","Canada","2021A000011124","Men+","All ages","Persons","249","units","0","v466669","1.2.1","16474391","","","","0"
"2009","Canada","2021A000011124","Men+","All ages","Persons","249","units","0","v466669","1.2.1","16664175","","","","0"
"2010","Canada","2021A000011124","Men+","All ages","Persons","249","units","0","v466669","1.2.1","16848460","","","","0"
"2011","Canada","2021A000011124","Men+","All ages","Persons","249","units","0","v466669","1.2.1","17013151","","","","0"
"2012","Canada","2021A000011124","Men+","All ages","Persons","249","units","0","v466669","1.2.1","17207389","","","","0"
"2013","Canada","2021A000011124","Men+","All ages","Persons","249","units","0","v466669","1.2.1","17397429","","","","0"
"2014","Canada","2021A000011124","Men+","All ages","Persons","249","units","0","v466669","1.2.1","17576632","","","","0"
"2015","Canada","2021A000011124","Men+","All ages","Persons","249","units","0","v466669","1.2.1","17710573","","","","0"
"2016","Canada","2021A000011124","Men+","All ages","Persons","249","units","0","v466669","1.2.1","17914526","","","","0"
"2017","Canada","2021A000011124","Men+","All ages","Persons","249","units","0","v466669","1.2.1","18142187","","","","0"
"2018","Canada","2021A000011124","Men+","All ages","Persons","249","units","0","v466669","1.2.1","18425190","","","","0"
"2019","Canada","2021A000011124","Men+","All ages","Persons","249","units","0","v466669","1.2.1","18715511","","","","0"
"2020","Canada","2021A000011124","Men+","All ages","Persons","249","units","0","v466669","1.2.1","18929001","","","","0"
"2021","Canada","2021A000011124","Men+","All ages","Persons","249","units","0","v466669","1.2.1","19042795","","","","0"
"2022","Canada","2021A000011124","Men+","All ages","Persons","249","units","0","v466669","1.2.1","19403687","","","","0"
"2023","Canada","2021A000011124","Men+","All ages","Persons","249","units","0","v466669","1.2.1","19988209","","","","0"
"2024","Canada","2021A000011124","Men+","All ages","Persons","249","units","0","v466669","1.2.1","20624749","","","","0"
"2025","Canada","2021A000011124","Men+","All ages","Persons","249","units","0","v466669","1.2.1","20810309","","","","0"
"2000","Canada","2021A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","916180","","","","0"
"2001","Canada","2021A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","898076","","","","0"
"2002","Canada","2021A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","882405","","","","0"
"2003","Canada","2021A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","874486","","","","0"
"2004","Canada","2021A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","875738","","","","0"
"2005","Canada","2021A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","878913","","","","0"
"2006","Canada","2021A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","888328","","","","0"
"2007","Canada","2021A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","901790","","","","0"
"2008","Canada","2021A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","921993","","","","0"
"2009","Canada","2021A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","941817","","","","0"
"2010","Canada","2021A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","961300","","","","0"
"2011","Canada","2021A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","973092","","","","0"
"2012","Canada","2021A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","981706","","","","0"
"2013","Canada","2021A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","986082","","","","0"
"2014","Canada","2021A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","986922","","","","0"
"2015","Canada","2021A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","987264","","","","0"
"2016","Canada","2021A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","994213","","","","0"
"2017","Canada","2021A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","998404","","","","0"
"2018","Canada","2021A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","1000510","","","","0"
"2019","Canada","2021A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","999006","","","","0"
"2020","Canada","2021A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","991914","","","","0"
"2021","Canada","2021A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","974276","","","","0"
"2022","Canada","2021A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","966063","","","","0"
"2023","Canada","2021A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","959942","","","","0"
"2024","Canada","2021A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","960076","","","","0"
"2025","Canada","2021A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","959179","","","","0"
"2000","Canada","2021A000011124","Men+","5 to 9 years","Persons","249","units","0","v466699","1.2.13","1043712","","","","0"
"2001","Canada","2021A000011124","Men+","5 to 9 years","Persons","249","units","0","v466699","1.2.13","1032251","","","","0"
"2002","Canada","2021A000011124","Men+","5 to 9 years","Persons","249","units","0","v466699","1.2.13","1018580","","","","0"
"2003","Canada","2021A000011124","Men+","5 to 9 years","Persons","249","units","0","v466699","1.2.13","996879","","","","0"
"2004","Canada","2021A000011124","Men+","5 to 9 years","Persons","249","units","0","v466699","1.2.13","974869","","","","0"
"2005","Canada","2021A000011124","Men+","5 to 9 years","Persons","249","units","0","v466699","1.2.13","954658","","","","0"
